"id_agrupado","keys_sie","establecimientos","id_distrito","distrito","id_seccion","seccion","circuitos","rangos_mesas","num_mesas","nombre","direccion","localidad","cod_postal","geom","electores","votantes","validos","positivos","blancos","nulos"
2246,"02_050_01843","2246","02","Buenos Aires","050","General Pueyrredón","00365","0467-0477",11,"ESCUELA EP N°59","AV.LURO 10341 B°LA ZULEMA","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000ABB2EF8AE0CF4CC0ADFA5C6DC5FA42C0",3850,2824,3045,3007.0,38,24
2247,"02_050_12971","2247","02","Buenos Aires","050","General Pueyrredón","00365","0478-0487",10,"CONSERVATORIO LUIS GIANNEO","AV. LIBERTAD N° 6066","M.DEL PLATAP.URBANA","7600","0101000020E61000001D5A643BDFC94CC0B493C151F2FC42C0",3500,2446,2947,2865.0,82,17
2248,"02_050_01844","2248","02","Buenos Aires","050","General Pueyrredón","00365","0488-0497",10,"ESCUELA EP N°21","BOLIVAR 9005 Y 212","(M.DEL PLATA PARTE)P.","7600","0101000020E610000098FA795391CE4CC07940D9942BFC42C0",3501,2781,2761,2719.0,42,28
2249,"02_050_01845","2249","02","Buenos Aires","050","General Pueyrredón","00365","0498-0503",6,"INSTITUTO JESUS MARIA","AVELLANEDA 6999","(M.DEL PLATA PARTE)P.","7600","0101000020E610000046B6F3FDD4CC4CC08351499D80FE42C0",2099,1648,1610,1584.0,26,22
2250,"02_050_11751","2250","02","Buenos Aires","050","General Pueyrredón","00365","0504-0511",8,"COLEGIO JESUS MARIA","ESTADO DE ISRAEL 3085","M.DEL PLATA P.URBANA","7600","0101000020E61000004E9B711AA2CC4CC06A12BC218DFE42C0",2799,2223,2136,2084.0,52,13
2251,"02_050_01846","2251","02","Buenos Aires","050","General Pueyrredón","00365","0512-0520",9,"ESCUELA MUNICIPAL N°14","CASTELLI Y CHILAVERT S/N","(M.DEL PLATA PARTE)P.","7600","0101000020E610000060764F1E16CE4CC0A8E3310395FD42C0",3152,2520,2503,2444.0,59,18
2252,"02_050_11014","2252","02","Buenos Aires","050","General Pueyrredón","00365","0521-0529",9,"COLEGIO ISAAC NEWTON","AV.LURO 7870","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000789CA223B9CC4CC0312592E865FC42C0",3147,1919,2500,2446.0,54,23
2253,"02_050_01847","2253","02","Buenos Aires","050","General Pueyrredón","00365","0530-0541",12,"ESCUELA EP N°38","MORENO 7350 E/GRECIA Y DR.ALIO","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000B83B6BB75DCC4CC04CA60A4625FD42C0",4199,3353,3295,3231.0,64,55
2254,"02_050_01849","2254","02","Buenos Aires","050","General Pueyrredón","00365","0542-0553",12,"ESCUELA EP N°34/ES N°22","3 DE FEBRERO 8849 Y PARAGUAY","M.DEL PLATA P.URBANA","7600","0101000020E6100000AF5FB01BB6CD4CC0BAF770C971FB42C0",4197,3101,3368,3281.0,87,28
2255,"02_050_01851","2255","02","Buenos Aires","050","General Pueyrredón","00365","0554-0562",9,"ESCUELA EP N°66/ES N°48","VALENCIA 9067 Y 212","M.DEL PLATA P.URBANA","7600","0101000020E61000008065A54929CC4CC0931804560EF942C0",3152,2442,2415,2384.0,31,14
2256,"02_050_01852","2256","02","Buenos Aires","050","General Pueyrredón","00365","0563-0572",10,"ESCUELA EP N°67","ARAGON 7549 Y PELAYO","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000126BF12900CA4CC08B89CDC7B5F942C0",3505,2758,2721,2671.0,50,35
2257,"02_050_12975","2257","02","Buenos Aires","050","General Pueyrredón","00365","0573-0578",6,"INST. JULIO VERNE","9 DE JULIO N° 9949","M.DEL PLATAP.URBANA","7600","0101000020E610000097C4591135CF4CC06BF46A80D2FA42C0",2101,1655,1640,1594.0,46,16
2258,"02_050_01854","2258","02","Buenos Aires","050","General Pueyrredón","00365","0579-0588",10,"ESCUELA MUNICIPAL N°2","3 DE FEBRERO 9515","(M.DEL PLATA PARTE)P.","7600","0101000020E61000009F1F46088FCE4CC034BF9A0304FB42C0",3500,2758,2731,2652.0,79,18
2259,"02_050_01855","2259","02","Buenos Aires","050","General Pueyrredón","00365","0589-0598",10,"ESCUELA MUNIC.N°9/ES N°109","PIGUE 626","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000069E7B0F97CC4CC090DAC4C9FDFA42C0",3499,2704,2678,2619.0,59,25
2260,"02_050_01858","2260","02","Buenos Aires","050","General Pueyrredón","00365","0599-0604",6,"ESCUELA COOPERATIVA PRIV.AMYEN","CONSTITUCION 7235","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000A83AE466B8C94CC0CA15DEE522FA42C0",2101,1674,1646,1626.0,20,24
2261,"02_050_01859","2261","02","Buenos Aires","050","General Pueyrredón","00365","0605-0608",4,"INSTITUTO SAN MIGUEL ARCANGEL","C.ARENAL 7150","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000C442AD69DEC94CC09F02603C83FA42C0",1400,1112,1105,1086.0,19,7
2262,"02_050_01860","2262","02","Buenos Aires","050","General Pueyrredón","00365","0609-0614",6,"SOCIEDAD DE FOMENTO REGIONAL","PRIMERA JUNTA 6521","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000068195438BCC4CC0DE3CD52137FF42C0",2100,1133,1654,1617.0,37,20
2263,"02_050_01861","2263","02","Buenos Aires","050","General Pueyrredón","00365","0615-0616",2,"JARD.DE INF.NTRA.SRA.DEL VALLE","FRENCH 6033","M.DEL PLATA P.URBANA","7600","0101000020E6100000F0C4AC1743C94CC0CE70033E3FFC42C0",699,564,547,539.0,8,16
2264,"02_050_01864","2264","02","Buenos Aires","050","General Pueyrredón","00365","0617-0621",5,"JARDIN DE INFANTES N°903","JOSE M.ESTRADA 6658","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000C7D79E5912C84CC0C5C9FD0E45F942C0",1750,1394,1374,1350.0,24,10
2265,"02_050_07090","2265","02","Buenos Aires","050","General Pueyrredón","00365","0622-0623",2,"ESCUELA EDUC.ESPECIAL N°507","LIBERTAD 6835","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000A60F5D50DFCA4CC055185B0872FC42C0",702,284,538,527.0,11,3
2266,"02_050_01848","2266","02","Buenos Aires","050","General Pueyrredón","00365","0624-0625",2,"A.P.A.N.D","RUTA NACIONAL 2 Y BERUTTI","M.DEL PLATA(PARTE)P.","7600","0101000020E6100000755AB741EDC94CC04EB51666A1FB42C0",698,540,531,516.0,15,9
2267,"02_050_01850","2267","02","Buenos Aires","050","General Pueyrredón","00365","0626-0633",8,"ESCUELA MUNICIPAL N°13","RAWSON 6390","(M.DEL PLATA PARTE)P.","7600","0101000020E610000024287E8CB9CB4CC043CA4FAA7DFE42C0",2797,2210,2160,2117.0,43,48
2268,"02_050_11003","2268","02","Buenos Aires","050","General Pueyrredón","00365","0634-0645",12,"ESCUELA EP N°72","BRANDSEN 9890","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000D8D30E7F4DCE4CC0E0D6DD3CD5F942C0",4195,3253,3214,3152.0,62,32
2269,"02_050_11005","2269","02","Buenos Aires","050","General Pueyrredón","00365","0646-0654",9,"ESCUELA MUNICIPAL N°16","PADRE CARDRIEL 6062","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000CB9F6F0B96C84CC073A25D8594FB42C0",3145,2458,2421,2378.0,43,35
2270,"02_050_11009","2270","02","Buenos Aires","050","General Pueyrredón","00365","0655-0664",10,"ESC.EVANGELICA LOS PINARES","J.A.PEÑA 7150","(M.DEL PLATA PARTE)P.","7600","0101000020E6100000EA2285B2F0C94CC05DDE1CAED5FA42C0",3502,2238,2768,2702.0,66,34
2271,"02_050_11011","2271","02","Buenos Aires","050","General Pueyrredón","00365","0665-0675",11,"COLEGIO ALFRED NOBEL","LIBERTAD 5841","M.DEL PLATA P.URBANA","7600","0101000020E610000076C3B64599C94CC0E92B483316FD42C0",3846,2825,3059,3000.0,59,24
2272,"02_050_01863","2272","02","Buenos Aires","050","General Pueyrredón","00365","0676-0680",5,"JARD.DE INF.MUNICIPAL N°5","MAIPU 8641","M.DEL PLATA P.URBANA","7600","0101000020E6100000705F07CE19CD4CC07AC2120F28FB42C0",1749,1374,1356,1286.0,70,17
2273,"02_050_01834","2273","02","Buenos Aires","050","General Pueyrredón","00365","0681-0682",2,"SOCIEDAD DE FOMENTO M.ESTRADA","GORRITI 1854","M.DEL PLATA P.URBANA","7600","0101000020E610000024624A24D1C74CC09947FE60E0F942C0",700,581,570,560.0,10,11
2274,"02_050_01840","2274","02","Buenos Aires","050","General Pueyrredón","00365","0683-0684",2,"JARD.DE INF.MUNICIPAL N°2","MORENO 9192","M.DEL PLATA P.URBANA","7600","0101000020E61000003B3602F1BACE4CC00708E6E8F1FB42C0",700,554,552,538.0,14,2
2275,"02_050_07091","2275","02","Buenos Aires","050","General Pueyrredón","00365","0685-0687",3,"JARDIN DE INFANTES N°908","LIBERTAD 6867","M.DEL PLATA P.URBANA","7600","0101000020E6100000D027F224E9CA4CC01CB62DCA6CFC42C0",1050,865,860,846.0,14,1
2276,"02_050_01866","2276","02","Buenos Aires","050","General Pueyrredón","00365","0688-0689",2,"JARD.DE INF.MUNICIPAL N°30","GUGLIELMONTI 730","M.DEL PLATA P.URBANA","7600","0101000020E61000001618B2BAD5CB4CC0D3A414747BF942C0",701,550,545,531.0,14,5
2277,"02_050_12101","2277","02","Buenos Aires","050","General Pueyrredón","00365","0690-0698",9,"INSTITUTO JULIO CORTAZAR","AV.CHAMPAGNAT 673","M.DEL PLATA P.URBANA","7600","0101000020E6100000C7D8092FC1C94CC0F1457BBC90FC42C0",3150,2488,2468,2432.0,36,18
2278,"02_050_12977","2278","02","Buenos Aires","050","General Pueyrredón","00365","0699-0701",3,"CENTRO DE FORM.PROF.N° 407","AV. PEDRO LURO N°8851","M.DEL PLATAP.URBANA","7600","0101000020E610000076C58CF0F6CD4CC0B41F2922C3FB42C0",1051,866,858,837.0,21,8
2279,"02_050_14751","2279","02","Buenos Aires","050","General Pueyrredón","00365","0702-0706",5,"JARDIN DE INFANTES N° 949","CALAZA 3422","M.DEL PLATAP.URBANA","7600","0101000020E6100000C5C48B2A68CE4CC087F656C96CFE42C0",1749,1362,1348,1321.0,27,15
2280,"02_050_12985","2280","02","Buenos Aires","050","General Pueyrredón","00365","0707-0711",5,"JARDIN DE INF. N° 907","25 DE MAYO N° 10364","M.DEL PLATAP.URBANA","7600","0101000020E610000017EFC7ED97CF4CC0AE9CBD33DAFA42C0",1576,1244,1259,1230.0,29,8
2281,"02_050_01896","2281","02","Buenos Aires","050","General Pueyrredón","00366","0712-0716",5,"TEATRO AUDITORIUM","BVARD.MARITIMO 2280","MAR DEL PLATA(PARTE)","7600","0101000020E61000008FFCC1C073C54CC0153944DC9C0043C0",1749,1314,1310,1296.0,14,3
2282,"02_050_11019","2282","02","Buenos Aires","050","General Pueyrredón","00366","0717-0723",7,"ESC.MUNICIPAL ET N°1","JUAN B.JUSTO 2901","MAR DEL PLATA","7600","0101000020E610000078B988EFC4C84CC0A69BC420B00243C0",2448,1489,1756,1733.0,23,3
2283,"02_050_01870","2283","02","Buenos Aires","050","General Pueyrredón","00366","0724-0733",10,"ESCUELA ES N° 24","MITRE 2579","(MAR DEL PLATA PARTE)","7600","0101000020E6100000BBD573D2FBC64CC0F168E388B50043C0",3488,2354,2588,2565.0,23,21
2284,"02_050_01869","2284","02","Buenos Aires","050","General Pueyrredón","00366","0734-0745",12,"ESCUELA EP N°58","SANTIAGO DEL ESTERO 3096","MAR DEL PLATA","7600","0101000020E610000057957D5704C74CC0D3872EA86F0143C0",4195,2865,2894,2854.0,40,18
2285,"02_050_01871","2285","02","Buenos Aires","050","General Pueyrredón","00366","0746-0757",12,"ESCUELA EPB N°10","ENTRE RIOS 3112 Y AVELLANEDA","(MAR DEL PLATA PARTE)","7600","0101000020E610000058AD4CF8A5C64CC00B5EF415A40143C0",4192,3174,3157,3121.0,36,18
2286,"02_050_01899","2286","02","Buenos Aires","050","General Pueyrredón","00366","0758-0773",16,"ESC.MUNIC.ES N°206 V.OCAMPO","B.DE IRIGOYEN 4951","(MAR DEL PLATA PARTE)","7600","0101000020E6100000761A69A9BCC54CC022A64412BD0443C0",5592,3585,3815,3782.0,33,17
2287,"02_050_01872","2287","02","Buenos Aires","050","General Pueyrredón","00366","0774-0779",6,"MUNICIPALIDAD","H.YRIGOYEN 1627","(MAR DEL PLATA PARTE)","7600","0101000020E6100000AED85F764FC64CC0562B137EA9FF42C0",2096,1345,1595,1585.0,10,10
2288,"02_050_01875","2288","02","Buenos Aires","050","General Pueyrredón","00366","0780-0789",10,"ESCUELA EP N°18","AV.INDEPENDENCIA 3920","(MAR DEL PLATA PARTE)","7600","0101000020E61000001B2AC6F99BC84CC0F645425BCE0143C0",3494,2107,2350,2316.0,34,10
2289,"02_050_01878","2289","02","Buenos Aires","050","General Pueyrredón","00366","0790-0798",9,"UNIV.ATLANTIDA ARGENTINA","ARENALES 2740","(MAR DEL PLATA PARTE)","7600","0101000020E61000000B293FA9F6C54CC0C53D963E740143C0",3145,2081,2330,2310.0,20,13
2290,"02_050_01879","2290","02","Buenos Aires","050","General Pueyrredón","00366","0799-0808",10,"INSTITUTO EINSTEIN","CATAMARCA 3644","(MAR DEL PLATA PARTE)","7600","0101000020E61000006A1327F73BC84CC0E86A2BF6970143C0",3493,2630,2572,2547.0,25,16
2291,"02_050_01881","2291","02","Buenos Aires","050","General Pueyrredón","00366","0809-0821",13,"ESCUELA EP N°6","MITRE 2474 E/FALUCHO Y GASCON","(MAR DEL PLATA PARTE)","7600","0101000020E61000006DCA15DEE5C64CC06AFB57569A0043C0",4545,3391,3372,3342.0,30,17
2292,"02_050_01886","2292","02","Buenos Aires","050","General Pueyrredón","00366","0822-0824",3,"JARDIN DE INFANTES N°915","ALVARADO 2465","MAR DEL PLATA","7600","0101000020E610000090A0F831E6C64CC05A8121AB5B0143C0",1049,802,799,786.0,13,3
2293,"02_050_01882","2293","02","Buenos Aires","050","General Pueyrredón","00366","0825-0826",2,"TRIBUNALES MAR DEL PLATA","ALTE.BROWN 2046","(MAR DEL PLATA PARTE)","7600","0101000020E61000004B3CA06CCAC54CC04D158C4AEA0043C0",697,244,242,236.0,6,1
2294,"02_050_01883","2294","02","Buenos Aires","050","General Pueyrredón","00366","0827-0840",14,"ESCUELA EP N°27/ES N°7","GARAY 1039","(MAR DEL PLATA PARTE)","7600","0101000020E6100000293FA9F6E9C44CC09296CADB110243C0",4894,3655,3652,3606.0,46,13
2295,"02_050_01884","2295","02","Buenos Aires","050","General Pueyrredón","00366","0841-0844",4,"ESC.ADVENTISTA M.BELGRANO","RAWSON 2942","(MAR DEL PLATA PARTE)","7600","0101000020E6100000DE59BBED42C74CC022A64412BD0043C0",1399,1024,1020,1007.0,13,4
2296,"02_050_01885","2296","02","Buenos Aires","050","General Pueyrredón","00366","0845-0848",4,"ESCUELA MAR DEL PLATA","FALUCHO 2768","(MAR DEL PLATA PARTE)","7600","0101000020E610000050DF32A7CBC64CC094D920938C0043C0",1398,1033,1023,1015.0,8,10
2297,"02_050_01900","2297","02","Buenos Aires","050","General Pueyrredón","00366","0849-0854",6,"COLEGIO DE LAS NAC.UNIDAD","CASTELLI N°1173","(MAR DEL PLATA PARTE)","7600","0101000020E61000005B7C0A80F1C44CC04AEF1B5F7B0243C0",2101,1572,1566,1545.0,21,6
2298,"02_050_01906","2298","02","Buenos Aires","050","General Pueyrredón","00366","0855-0858",4,"INST.SUP.FORMAC.DOCENTE N°19","ALMAFUERTE 571 E/G.PAZ Y URQUIZA","(MAR DEL PLATA PARTE)","7600","0101000020E610000021020EA14AC54CC024D1CB28960343C0",1400,778,1031,1026.0,5,7
2299,"02_050_01887","2299","02","Buenos Aires","050","General Pueyrredón","00366","0859-0863",5,"INSTITUTO SAN VICENTE DE PAUL","FALUCHO 3184","(MAR DEL PLATA PARTE)","7600","0101000020E6100000A5315A4755C74CC000AE64C7460043C0",1745,1330,1318,1309.0,9,8
2300,"02_050_01905","2300","02","Buenos Aires","050","General Pueyrredón","00366","0864-0866",3,"OCEAN CLUB","PELLEGRINI 2743","(MAR DEL PLATA PARTE)","7600","0101000020E6100000F9F719170EC44CC09FC893A46B0243C0",1045,766,756,749.0,7,9
2301,"02_050_01889","2301","02","Buenos Aires","050","General Pueyrredón","00366","0867-0875",9,"ASOC.BELGRANO ESC.EDUC.ESP.","SAAVEDRA 2980","(MAR DEL PLATA PARTE)","7600","0101000020E6100000001DE6CB0BC84CC061545227A00143C0",3147,2339,2326,2301.0,25,10
2302,"02_050_01891","2302","02","Buenos Aires","050","General Pueyrredón","00366","0876-0877",2,"COLEGIO IDRA","SAN LUIS 3853","(MAR DEL PLATA PARTE)","7600","0101000020E610000032E6AE25E4C74CC04BEA0434110243C0",700,271,522,510.0,12,1
2303,"02_050_01892","2303","02","Buenos Aires","050","General Pueyrredón","00366","0878-0891",14,"COLEGIO SAN AGUSTIN","OLAVARRIA 2608","(MAR DEL PLATA PARTE)","7600","0101000020E610000037548CF337C54CC0520ABABDA40143C0",4898,3407,3388,3328.0,60,17
2304,"02_050_01894","2304","02","Buenos Aires","050","General Pueyrredón","00366","0892-0898",7,"ESCUELA EP N°53","PRINGLES 2209 Y ENTRE RIOS","(MAR DEL PLATA PARTE)","7600","0101000020E6100000ABB2EF8AE0C74CC0E544BB0A290343C0",2450,1839,1830,1813.0,17,10
2305,"02_050_01895","2305","02","Buenos Aires","050","General Pueyrredón","00366","0899-0909",11,"INSTITUTO STELLA MARIS","ALTE BROWN 1074","(MAR DEL PLATA PARTE)","7600","0101000020E6100000317C444C89C44CC02F51BD35B00143C0",3846,2820,2800,2766.0,34,20
2306,"02_050_01901","2306","02","Buenos Aires","050","General Pueyrredón","00366","0910-0915",6,"INST.NUESTRA SEÑORA DEL CARMEN","LEANDRO N.ALEM 3723/37","(MAR DEL PLATA PARTE)","7600","0101000020E61000006DE2E47E87C44CC07FA1478C9E0343C0",2091,1322,1564,1546.0,18,11
2307,"02_050_01902","2307","02","Buenos Aires","050","General Pueyrredón","00366","0916-0922",7,"INST.ARZOBISPO J.DE S.ALBERTO","C.PELLEGRINI 3762","(MAR DEL PLATA PARTE)","7600","0101000020E6100000F701486DE2C44CC0412B3064750343C0",2445,1795,1781,1774.0,7,12
2308,"02_050_01903","2308","02","Buenos Aires","050","General Pueyrredón","00366","0923-0930",8,"COLEGIO J.GUTEMBERG","LEANDRO N.ALEM 4421","(MAR DEL PLATA PARTE)","7600","0101000020E6100000656F29E78B214EC0D6E07D552E3243C0",2800,2034,2019,1993.0,26,14
2309,"02_050_01904","2309","02","Buenos Aires","050","General Pueyrredón","00366","0931-0941",11,"ESCUELA ES N°4","FORMOSA 3132 E INDEPENDENCIA","(MAR DEL PLATA PARTE)","7600","0101000020E6100000BFB7E9CF7EC84CC04B598638D60143C0",3846,2807,2778,2738.0,40,12
2310,"02_050_01907","2310","02","Buenos Aires","050","General Pueyrredón","00366","0942-0953",12,"ESCUELA EST N°5","JUAN B.JUSTO 4287","(MAR DEL PLATA PARTE)","7600","0101000020E6100000C364AA6054CA4CC021938C9C850143C0",4196,3080,3069,3014.0,55,11
2311,"02_050_11025","2311","02","Buenos Aires","050","General Pueyrredón","00366","0954-0957",4,"COLEGIO DIVINO ROSTRO","ALMAFUERTE 1671","MAR DEL PLATA","7600","0101000020E610000009F9A067B3C64CC0C9E53FA4DF0243C0",1401,1018,1012,1003.0,9,6
2312,"02_050_01877","2312","02","Buenos Aires","050","General Pueyrredón","00366","0958-0959",2,"CLUB KIMBERLEY","AV.INDEPENDENCIA 3030","MAR DEL PLATA","7600","0101000020E6100000F98381E7DEC74CC0E292E34EE90043C0",700,504,499,497.0,2,4
2314,"02_050_01873","2314","02","Buenos Aires","050","General Pueyrredón","00366","0961-0962",2,"AUTOMOVIL CLUB ARGENTINO","AV.COLON 2450","MAR DEL PLATA","7600","0101000020E61000002046088F36C64CC02A5778978B0043C0",446,343,342,337.0,5,0
2315,"02_050_01912","2315","02","Buenos Aires","050","General Pueyrredón","0366A","0963-0972",10,"ESCUELA EP N°16","FALUCHO 4070 E/FUNES Y OLAZABAL","(MAR DEL PLATA PARTE)","7600","0101000020E61000007F30F0DC7BC84CC0CF143AAFB1FF42C0",3497,2726,2707,2677.0,30,24
2316,"02_050_01942","2316","02","Buenos Aires","050","General Pueyrredón","0366A","0973-0980",8,"ESCUELA EP N°4","CASTELLI 5745 Y ANDES","MAR DEL PLATA(PARTE)","7600","0101000020E6100000C2340C1F11CB4CC0C251F2EA1CFF42C0",2797,1585,2083,2048.0,35,25
2317,"02_050_01914","2317","02","Buenos Aires","050","General Pueyrredón","0366A","0981-0990",10,"ESCUELA EST N°3","14 DE JULIO 2550","(MAR DEL PLATA PARTE)","7600","0101000020E6100000077C7E1821C84CC095B7239C160043C0",3493,2450,2691,2659.0,32,31
2318,"02_050_01939","2318","02","Buenos Aires","050","General Pueyrredón","0366A","0991-0995",5,"ESCUELA ESPECIAL N°503","ITALIA 3536 E/1RA.JUNTA Y SAAVEDRA","MAR DEL PLATA","7600","0101000020E610000075029A081BCA4CC0DC68006F810043C0",1750,809,1058,1033.0,25,7
2319,"02_050_01915","2319","02","Buenos Aires","050","General Pueyrredón","0366A","0996-1005",10,"ESCUELA EP N°20","CASTELLI 4197 Y SAN JUAN","(MAR DEL PLATA PARTE)","7600","0101000020E610000085CE6BEC12C94CC0554D10751F0043C0",3496,2711,2699,2668.0,31,12
2320,"02_050_01916","2320","02","Buenos Aires","050","General Pueyrredón","0366A","1006-1015",10,"ESCUELA EP N°41","MARCONI 2702 Y RAWSON","(MAR DEL PLATA PARTE)","7600","0101000020E61000004A41B79734CA4CC0BA83D89942FF42C0",3492,2686,2668,2626.0,42,17
2321,"02_050_01917","2321","02","Buenos Aires","050","General Pueyrredón","0366A","1016-1025",10,"ESCUELA EP N°31","SAN LORENZO 3486","(MAR DEL PLATA PARTE)","7600","0101000020E61000000E4FAF9465C84CC022FDF675E00043C0",3495,2436,2490,2458.0,32,15
2322,"02_050_11028","2322","02","Buenos Aires","050","General Pueyrredón","0366A","1026-1030",5,"CENTRO DE ESTUD.MULTIMEDIALES","FALUCHO 3444","MAR DEL PLATA(PARTE)","7600","0101000020E61000008F8D40BCAEC74CC0B2683A3B190043C0",1745,1314,1298,1281.0,17,16
2323,"02_050_01918","2323","02","Buenos Aires","050","General Pueyrredón","0366A","1031-1039",9,"ESCUELA EP N°47","MISIONES 4021","(MAR DEL PLATA PARTE)","7600","0101000020E6100000AA66D65240CA4CC0F0BE2A172A0143C0",3151,2409,2374,2346.0,28,27
2324,"02_050_01944","2324","02","Buenos Aires","050","General Pueyrredón","0366A","1040-1043",4,"ESC.MUNICIPAL DE FOR.PROF.N°1","SAN MARTIN 5420 Y CHILE","MAR DEL PLATA","7600","0101000020E61000009291B3B0A7C94CC012A5BDC117FE42C0",1398,1090,1078,1067.0,11,13
2325,"02_050_01919","2325","02","Buenos Aires","050","General Pueyrredón","0366A","1044-1053",10,"COLEGIO ATLANTICO DEL SUR","SAN JUAN 3594","(MAR DEL PLATA PARTE)","7600","0101000020E6100000520ABABDA4C94CC04DDBBFB2D20043C0",3494,2112,2102,2062.0,40,13
2326,"02_050_01920","2326","02","Buenos Aires","050","General Pueyrredón","0366A","1054-1060",7,"ESC.NTRA.SRA.DEL CAMINO(MEDIA)","MARCONI 4070","(MAR DEL PLATA PARTE)","7600","0101000020E61000005E85949F54CB4CC0F870C971A70043C0",2447,1590,1850,1825.0,25,19
2327,"02_050_01922","2327","02","Buenos Aires","050","General Pueyrredón","0366A","1061-1064",4,"INSTITUTO ANTARTIDA ARGENTINA","SALTA 2119","(MAR DEL PLATA PARTE)","7600","0101000020E61000009ED2C1FA3FC74CC032E6AE25E4FF42C0",1398,1087,1075,1072.0,3,12
2328,"02_050_01923","2328","02","Buenos Aires","050","General Pueyrredón","0366A","1065-1067",3,"INST.NICOLAS DE LOS ARROYOS","ESPAÑA 2851","(MAR DEL PLATA PARTE)","7600","0101000020E610000072FE261422C84CC0639CBF09850043C0",1049,521,790,776.0,14,4
2329,"02_050_01924","2329","02","Buenos Aires","050","General Pueyrredón","0366A","1068-1072",5,"COLEGIO DON BOSCO","DON BOSCO 1895","(MAR DEL PLATA PARTE)","7600","0101000020E61000002979758E01C94CC009F9A067B3FE42C0",1748,1331,1319,1303.0,16,12
2330,"02_050_01925","2330","02","Buenos Aires","050","General Pueyrredón","0366A","1073-1082",10,"ESCUELA MUNICIPAL N°15","MEJICO 3850","(MAR DEL PLATA PARTE)","7600","0101000020E610000088F546AD30CB4CC0AED9CA4BFEFF42C0",3499,1868,2391,2333.0,58,22
2331,"02_050_01926","2331","02","Buenos Aires","050","General Pueyrredón","0366A","1083-1089",7,"COLEGIO MARIA AUXILIADORA","BOLIVAR 4783","(MAR DEL PLATA PARTE)","7600","0101000020E6100000B728B34126C94CC0825660C8EAFE42C0",2443,1604,1862,1834.0,28,19
2332,"02_050_01941","2332","02","Buenos Aires","050","General Pueyrredón","0366A","1090-1099",10,"ESCUELA EP N°15/ES N°4","TIERRA DEL FUEGO 1714","MAR DEL PLATA","7600","0101000020E6100000726DA818E7C94CC090DD054A0AFE42C0",3493,2394,2657,2615.0,42,22
2333,"02_050_01943","2333","02","Buenos Aires","050","General Pueyrredón","0366A","1100-1107",8,"ESCUELA ES N°23","RIVADAVIA 3731","MAR DEL PLATA","7600","0101000020E61000008F368E588BC74CC0336DFFCA4AFF42C0",2803,2154,2128,2095.0,33,25
2334,"02_050_01929","2334","02","Buenos Aires","050","General Pueyrredón","0366A","1108-1117",10,"ESCUELA EP N°61","MORENO 4250 E/CHACO Y S.JUAN","MAR DEL PLATA","7600","0101000020E610000023BE13B35EC84CC0C16ED8B628FF42C0",3499,2699,2666,2644.0,22,31
2335,"02_050_01930","2335","02","Buenos Aires","050","General Pueyrredón","0366A","1118-1123",6,"ESCUELA SUP.ARTES VISUALES","LA PAMPA 1619","(MAR DEL PLATA PARTE)","7600","0101000020E6100000C0CFB87020C84CC058E71890BDFE42C0",2102,1604,1594,1557.0,37,11
2336,"02_050_01931","2336","02","Buenos Aires","050","General Pueyrredón","0366A","1124-1131",8,"ESCUELA DE ARTES Y OFICIOS N°6","TIERRA DEL FUEGO 3450","(MAR DEL PLATA PARTE)","7600","0101000020E610000088F546AD30CB4CC0AED9CA4BFEFF42C0",2799,1848,2103,2064.0,39,11
2337,"02_050_01933","2337","02","Buenos Aires","050","General Pueyrredón","0366A","1132-1137",6,"COLEGIO ROSARIO DE SANTA FE","JARA 2665","MAR DEL PLATA","7600","0101000020E6100000A089B0E1E9C94CC0B398D87C5CFF42C0",1884,1430,1418,1395.0,23,12
2338,"02_050_01949","2338","02","Buenos Aires","050","General Pueyrredón","00367","1138-1147",10,"ESCUELA EP N°62","9 DE JULIO 4961 E/JARA Y FRANCIA","(MAR DEL PLATA PARTE)","7600","0101000020E6100000863DEDF0D7C84CC0A0E062450DFE42C0",3498,2218,2756,2723.0,33,13
2339,"02_050_01950","2339","02","Buenos Aires","050","General Pueyrredón","00367","1148-1156",9,"ESCUELA EP N°29","ITUZAINGO 4515 ESQ.MISIONES","(MAR DEL PLATA PARTE)","7600","0101000020E6100000DD0720B589C74CC084F068E388FD42C0",3147,2443,2422,2353.0,69,21
2340,"02_050_01951","2340","02","Buenos Aires","050","General Pueyrredón","00367","1157-1167",11,"ESCUELA EP N°2/EES N° 46","DORREGO 633","(MAR DEL PLATA PARTE)","7600","0101000020E61000009F5912A0A6C64CC020D26F5F07FE42C0",3844,3009,2975,2946.0,29,31
